Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
2585,14,0,3,E-Commerce,Mumbai,1848763,2497950,Yes,High,5000000
2586,16,10,3,FinTech,Chennai,1116575,2100789,Yes,High,5000000
2587,7,8,5,HealthTech,Pune,448687,1744569,Yes,High,5000000
2588,15,3,1,HealthTech,Hyderabad,668277,2197376,Yes,High,5000000
2589,10,8,4,EdTech,Pune,1357677,1827888,Yes,High,5000000
2590,7,11,8,AgriTech,Chennai,1711962,2380831,Yes,High,5000000
2591,9,13,3,AgriTech,Chennai,1231013,768097,No,Low,500000
2592,13,13,1,EdTech,Kolkata,1469822,176080,No,Low,500000
2593,4,8,1,CleanTech,Chennai,1608830,1868248,Yes,High,5000000
2594,3,6,6,CleanTech,Bangalore,1104026,656183,No,Low,500000
2595,14,1,4,FinTech,Pune,163718,1324705,Yes,High,5000000
2596,8,2,5,AgriTech,Kolkata,1588809,1198865,No,Low,500000
2597,18,2,7,AI,Delhi,437639,1267645,Yes,High,5000000
2598,18,6,7,EdTech,Chennai,1689856,2255817,Yes,High,5000000
2599,20,1,1,AgriTech,Delhi,494829,1100471,Yes,High,5000000
2600,15,12,8,AgriTech,Kolkata,110578,1412636,Yes,High,5000000
2601,13,12,4,CleanTech,Delhi,1194069,1123276,No,Low,500000
2602,5,14,6,E-Commerce,Chennai,1188110,1274173,Yes,High,5000000
2603,6,6,10,FinTech,Hyderabad,1035650,286988,No,Low,500000
2604,19,1,5,EdTech,Pune,366560,2305245,Yes,High,5000000
2605,19,9,4,EdTech,Pune,697097,2225065,Yes,High,5000000
2606,14,5,2,AI,Mumbai,1512398,1592314,Yes,High,5000000
2607,13,7,6,HealthTech,Pune,585384,1655604,Yes,High,5000000
2608,11,15,5,EdTech,Bangalore,345267,1496334,Yes,High,5000000
2609,9,11,8,EdTech,Bangalore,408663,367870,No,Low,500000
2610,10,1,9,EdTech,Chennai,684826,2093260,Yes,High,5000000
2611,11,14,2,FinTech,Kolkata,1394075,1751667,Yes,High,5000000
2612,5,4,6,HealthTech,Mumbai,1159227,23744,No,Low,500000
2613,14,4,6,CleanTech,Kolkata,717921,1442660,Yes,High,5000000
2614,7,9,3,E-Commerce,Hyderabad,1109767,849970,No,Low,500000
2615,4,11,2,AgriTech,Chennai,1512656,1282293,No,Low,500000
2616,3,6,7,HealthTech,Kolkata,1390053,170273,No,Low,500000
2617,11,6,8,E-Commerce,Hyderabad,803745,440042,No,Low,500000
2618,3,15,9,HealthTech,Kolkata,128642,154618,Yes,High,5000000
2619,12,9,4,EdTech,Pune,1262350,2421009,Yes,High,5000000
2620,4,4,9,EdTech,Mumbai,1175124,350443,No,Low,500000
2621,18,0,3,FinTech,Pune,776161,2340867,Yes,High,5000000
2622,15,15,6,FinTech,Chennai,1506745,731527,No,Low,500000
2623,6,6,7,HealthTech,Pune,473854,2292788,Yes,High,5000000
2624,19,7,5,E-Commerce,Bangalore,1658756,122275,No,Low,500000
2625,16,11,7,E-Commerce,Delhi,1085085,1948353,Yes,High,5000000
2626,3,15,2,AgriTech,Pune,1035380,355256,No,Low,500000
2627,12,2,7,AgriTech,Chennai,1510390,1982368,Yes,High,5000000
2628,5,5,8,FinTech,Bangalore,1948026,501974,No,Low,500000
2629,8,10,5,AI,Pune,1618324,699972,No,Low,500000
2630,4,13,4,HealthTech,Pune,120800,192097,Yes,High,5000000
2631,14,14,9,EdTech,Hyderabad,714056,1691466,Yes,High,5000000
2632,8,12,8,E-Commerce,Delhi,484577,2265229,Yes,High,5000000
2633,17,2,10,E-Commerce,Pune,821241,180460,No,Low,500000
2634,9,4,10,FinTech,Chennai,1871817,926474,No,Low,500000
2635,20,11,2,E-Commerce,Mumbai,1472394,765087,No,Low,500000
2636,15,10,1,HealthTech,Mumbai,1579268,1713553,Yes,High,5000000
2637,15,9,4,EdTech,Pune,113237,56476,No,Low,500000
2638,7,7,6,FinTech,Pune,1916538,1554156,No,Low,500000
2639,10,2,8,EdTech,Chennai,1312816,564905,No,Low,500000
2640,4,14,7,CleanTech,Bangalore,1032985,2410305,Yes,High,5000000
2641,3,14,3,AI,Pune,1398567,1923781,Yes,High,5000000
2642,14,14,2,CleanTech,Chennai,1668142,256860,No,Low,500000
2643,15,13,9,FinTech,Chennai,1834716,2223856,Yes,High,5000000
2644,7,14,3,FinTech,Bangalore,673231,2262120,Yes,High,5000000
2645,16,8,4,AgriTech,Mumbai,640258,479101,No,Low,500000
2646,20,12,8,AgriTech,Mumbai,956445,296134,No,Low,500000
2647,8,1,2,E-Commerce,Chennai,757872,1858353,Yes,High,5000000
2648,13,11,2,FinTech,Mumbai,418509,735729,Yes,High,5000000
2649,19,10,8,HealthTech,Chennai,1880173,1427517,No,Low,500000
2650,16,8,7,HealthTech,Mumbai,1714492,723866,No,Low,500000
2651,7,15,6,FinTech,Bangalore,688399,1825312,Yes,High,5000000
2652,15,5,1,AgriTech,Pune,1354475,1041188,No,Low,500000
2653,2,15,4,FinTech,Mumbai,870466,567529,No,Low,500000
2654,13,5,3,EdTech,Bangalore,822814,688418,No,Low,500000
2655,16,6,9,AgriTech,Hyderabad,351738,2485836,Yes,High,5000000
2656,18,5,8,EdTech,Delhi,655882,349975,No,Low,500000
2657,20,2,8,CleanTech,Chennai,354101,1805993,Yes,High,5000000
2658,5,0,2,CleanTech,Chennai,1757303,1140769,No,Low,500000
2659,10,1,8,E-Commerce,Mumbai,1148593,525470,No,Low,500000
2660,5,8,1,FinTech,Hyderabad,1467521,419120,No,Low,500000
2661,7,2,9,E-Commerce,Mumbai,776205,845204,Yes,High,5000000
2662,16,4,8,E-Commerce,Pune,969103,1242472,Yes,High,5000000
2663,20,0,8,FinTech,Hyderabad,1355496,2360743,Yes,High,5000000
2664,3,14,5,FinTech,Mumbai,1021871,2057933,Yes,High,5000000
2665,6,15,3,HealthTech,Kolkata,107395,2395892,Yes,High,5000000
2666,18,13,8,HealthTech,Hyderabad,750414,1635365,Yes,High,5000000
2667,17,6,9,HealthTech,Hyderabad,1548566,1622711,Yes,High,5000000
2668,18,5,7,E-Commerce,Bangalore,1050137,299559,No,Low,500000
2669,5,8,3,EdTech,Bangalore,142398,1860805,Yes,High,5000000
2670,15,6,8,AgriTech,Pune,615562,2049941,Yes,High,5000000
2671,9,5,7,FinTech,Pune,370729,1688915,Yes,High,5000000
2672,18,14,6,CleanTech,Bangalore,1783028,1586192,No,Low,500000
2673,16,13,8,FinTech,Chennai,437470,176369,No,Low,500000
2674,4,13,4,EdTech,Chennai,1634743,833492,No,Low,500000
2675,15,10,1,CleanTech,Mumbai,263269,1416209,Yes,High,5000000
2676,15,3,3,CleanTech,Bangalore,1452522,96578,No,Low,500000
2677,17,6,3,AgriTech,Hyderabad,1514034,166757,No,Low,500000
2678,13,15,1,CleanTech,Kolkata,1469921,408361,No,Low,500000
2679,20,10,10,E-Commerce,Delhi,120138,1811361,Yes,High,5000000
2680,2,13,6,E-Commerce,Delhi,1562528,1547293,No,Low,500000
2681,7,5,5,HealthTech,Hyderabad,1523026,1204956,No,Low,500000
2682,18,10,6,FinTech,Kolkata,541350,1905626,Yes,High,5000000
2683,12,4,3,AgriTech,Delhi,884668,660891,No,Low,500000
2684,5,11,5,CleanTech,Bangalore,323844,1551719,Yes,High,5000000
2685,18,4,2,HealthTech,Pune,1920027,1175089,No,Low,500000
2686,11,8,3,AgriTech,Kolkata,1165184,401875,No,Low,500000
2687,18,9,1,CleanTech,Mumbai,603691,794530,Yes,High,5000000
2688,10,13,4,E-Commerce,Kolkata,289749,1549657,Yes,High,5000000
2689,9,14,5,HealthTech,Kolkata,300840,48598,No,Low,500000
2690,14,2,9,AgriTech,Kolkata,115161,2106624,Yes,High,5000000
2691,4,7,1,E-Commerce,Pune,917352,567036,No,Low,500000
2692,7,10,10,AgriTech,Delhi,871792,1774061,Yes,High,5000000
2693,20,14,3,E-Commerce,Delhi,1726297,2336337,Yes,High,5000000
2694,11,7,9,EdTech,Pune,1725054,2099146,Yes,High,5000000
2695,20,6,6,FinTech,Mumbai,1395695,1614983,Yes,High,5000000
2696,5,4,5,AgriTech,Kolkata,1864389,1947140,Yes,High,5000000
2697,20,12,5,AI,Delhi,1177926,1852879,Yes,High,5000000
2698,16,2,10,EdTech,Mumbai,690079,108420,No,Low,500000
2699,15,2,10,FinTech,Kolkata,184524,2495150,Yes,High,5000000
2700,5,7,6,HealthTech,Kolkata,1148137,458618,No,Low,500000
2701,15,7,9,AI,Pune,1816944,570584,No,Low,500000
2702,20,7,4,CleanTech,Hyderabad,552450,2293174,Yes,High,5000000
2703,15,8,2,CleanTech,Mumbai,673069,2422527,Yes,High,5000000
2704,5,7,3,HealthTech,Delhi,1714373,1925312,Yes,High,5000000
2705,2,8,3,FinTech,Pune,945613,1929144,Yes,High,5000000
2706,17,12,8,AI,Delhi,1485677,415350,No,Low,500000
2707,17,15,2,EdTech,Hyderabad,266292,1718302,Yes,High,5000000
2708,14,8,5,AI,Bangalore,1954205,1708359,No,Low,500000
2709,3,14,5,FinTech,Bangalore,516115,671547,Yes,High,5000000
2710,14,4,4,FinTech,Kolkata,1555881,1068853,No,Low,500000
2711,3,15,4,AgriTech,Delhi,1788637,1776424,No,Low,500000
2712,10,11,6,AgriTech,Bangalore,728285,1765374,Yes,High,5000000
2713,8,1,4,FinTech,Chennai,1494624,1094590,No,Low,500000
2714,9,10,1,EdTech,Mumbai,1562686,2241960,Yes,High,5000000
2715,16,3,9,CleanTech,Mumbai,1718763,2210322,Yes,High,5000000
2716,6,8,9,AgriTech,Delhi,838089,1408556,Yes,High,5000000
2717,11,4,8,EdTech,Bangalore,313156,1879939,Yes,High,5000000
2718,3,2,2,EdTech,Mumbai,1032870,1722657,Yes,High,5000000
2719,8,0,6,E-Commerce,Pune,1170800,95141,No,Low,500000
2720,16,13,9,EdTech,Delhi,1641763,81795,No,Low,500000
2721,11,3,10,FinTech,Hyderabad,1288389,1669347,Yes,High,5000000
2722,8,9,7,FinTech,Pune,767809,1971216,Yes,High,5000000
2723,2,11,9,EdTech,Kolkata,258372,823530,Yes,High,5000000
2724,7,7,3,AI,Bangalore,1750267,2438629,Yes,High,5000000
2725,5,5,2,EdTech,Delhi,1760993,819461,No,Low,500000
2726,12,13,3,CleanTech,Kolkata,914494,1069878,Yes,High,5000000
2727,5,11,3,CleanTech,Hyderabad,1633677,680727,No,Low,500000
2728,12,8,9,FinTech,Pune,1254474,1574592,Yes,High,5000000
2729,18,14,1,FinTech,Mumbai,1826556,2283410,Yes,High,5000000
2730,12,1,5,CleanTech,Bangalore,208347,647421,Yes,High,5000000
2731,9,4,7,CleanTech,Pune,1277534,1710985,Yes,High,5000000
2732,2,13,3,FinTech,Hyderabad,1471302,1142664,No,Low,500000
2733,6,14,9,AgriTech,Kolkata,1069541,558002,No,Low,500000
2734,7,1,2,CleanTech,Delhi,1835121,277392,No,Low,500000
2735,7,10,9,AgriTech,Mumbai,1010863,946583,No,Low,500000
2736,7,2,7,AgriTech,Bangalore,494293,280819,No,Low,500000
2737,18,1,2,HealthTech,Chennai,1228970,147914,No,Low,500000
2738,12,0,10,FinTech,Chennai,589309,2400825,Yes,High,5000000
2739,3,12,4,AI,Bangalore,1120511,2209748,Yes,High,5000000
2740,6,4,8,AgriTech,Mumbai,115667,2112279,Yes,High,5000000
2741,12,6,6,CleanTech,Mumbai,986686,968766,No,Low,500000
2742,8,1,9,FinTech,Pune,1935212,2136269,Yes,High,5000000
2743,11,0,9,HealthTech,Delhi,81537,80511,No,Low,500000
2744,15,0,10,EdTech,Mumbai,1449370,1415759,No,Low,500000
2745,6,4,7,CleanTech,Hyderabad,656863,1973675,Yes,High,5000000
2746,18,2,5,E-Commerce,Kolkata,1921660,622455,No,Low,500000
2747,19,12,3,EdTech,Mumbai,488789,1320139,Yes,High,5000000
2748,6,5,5,E-Commerce,Kolkata,1035211,1192027,Yes,High,5000000
2749,13,11,5,AgriTech,Pune,1022112,1095462,Yes,High,5000000
2750,12,14,2,AI,Bangalore,357700,2000843,Yes,High,5000000
2751,4,13,9,EdTech,Mumbai,1429646,1643986,Yes,High,5000000
2752,12,14,2,CleanTech,Delhi,831782,2366481,Yes,High,5000000
2753,14,9,8,FinTech,Bangalore,543559,987882,Yes,High,5000000
2754,7,6,5,E-Commerce,Mumbai,1529664,1824500,Yes,High,5000000
2755,6,14,2,HealthTech,Delhi,496919,726780,Yes,High,5000000
2756,7,5,2,AI,Delhi,219001,106230,No,Low,500000
2757,10,1,8,AgriTech,Hyderabad,977018,1196233,Yes,High,5000000
2758,6,7,6,CleanTech,Chennai,821314,1237350,Yes,High,5000000
2759,17,8,6,AgriTech,Kolkata,1281652,1993465,Yes,High,5000000
2760,17,14,6,AI,Bangalore,1178985,2304039,Yes,High,5000000
2761,6,10,10,AgriTech,Mumbai,54414,81347,Yes,High,5000000
2762,17,0,5,FinTech,Hyderabad,827351,1366360,Yes,High,5000000
2763,14,10,2,FinTech,Kolkata,1199728,540756,No,Low,500000
2764,19,8,10,HealthTech,Pune,1361193,1896078,Yes,High,5000000
2765,10,1,8,CleanTech,Kolkata,119094,1397009,Yes,High,5000000
2766,19,5,9,FinTech,Delhi,1641941,1463002,No,Low,500000
2767,5,2,6,AgriTech,Hyderabad,1097966,853683,No,Low,500000
2768,7,7,2,FinTech,Mumbai,61151,1837920,Yes,High,5000000
2769,3,9,4,AI,Bangalore,1307032,1755504,Yes,High,5000000
2770,19,9,4,AgriTech,Hyderabad,1885964,200881,No,Low,500000
2771,17,13,2,EdTech,Chennai,236126,2266822,Yes,High,5000000
2772,3,0,3,AgriTech,Delhi,1288862,1196408,No,Low,500000
2773,14,15,10,CleanTech,Pune,1287363,1398017,Yes,High,5000000
2774,15,2,3,AgriTech,Chennai,806913,1987212,Yes,High,5000000
2775,14,11,10,E-Commerce,Kolkata,1871611,339625,No,Low,500000
2776,13,8,5,AgriTech,Chennai,1991076,1159653,No,Low,500000
2777,11,5,8,EdTech,Mumbai,1586032,2169373,Yes,High,5000000
2778,20,9,4,AI,Kolkata,1296852,145191,No,Low,500000
2779,9,9,10,FinTech,Chennai,540509,1103709,Yes,High,5000000
2780,2,11,4,E-Commerce,Delhi,1769154,1923772,Yes,High,5000000
2781,7,7,10,CleanTech,Mumbai,354246,2138491,Yes,High,5000000
2782,14,8,7,CleanTech,Hyderabad,80679,2209121,Yes,High,5000000
2783,4,4,10,E-Commerce,Kolkata,652895,2077228,Yes,High,5000000
2784,14,5,6,HealthTech,Delhi,776842,1509850,Yes,High,5000000
2785,13,8,7,EdTech,Hyderabad,1484903,339202,No,Low,500000
2786,19,3,3,AgriTech,Chennai,1173735,1482123,Yes,High,5000000
2787,3,15,8,EdTech,Hyderabad,541848,1415292,Yes,High,5000000
2788,10,5,1,AI,Pune,1908299,2148871,Yes,High,5000000
2789,6,15,3,FinTech,Chennai,481729,1216683,Yes,High,5000000
2790,8,14,10,E-Commerce,Hyderabad,891851,2286623,Yes,High,5000000
2791,11,8,1,AI,Kolkata,152240,463383,Yes,High,5000000
2792,14,12,2,AgriTech,Bangalore,1789125,1687622,No,Low,500000
2793,9,10,3,CleanTech,Hyderabad,505507,2201726,Yes,High,5000000
2794,17,3,6,AI,Pune,1324523,979478,No,Low,500000
2795,16,3,5,AI,Chennai,183308,217625,Yes,High,5000000
2796,11,11,4,HealthTech,Chennai,1146435,1472806,Yes,High,5000000
2797,4,11,10,E-Commerce,Kolkata,524434,1467361,Yes,High,5000000
2798,15,12,10,AI,Hyderabad,1337187,1268364,No,Low,500000
2799,20,2,2,E-Commerce,Delhi,1607153,1798197,Yes,High,5000000
2800,16,1,5,CleanTech,Chennai,454334,571073,Yes,High,5000000
2801,9,4,7,AgriTech,Hyderabad,866177,183131,No,Low,500000
2802,16,5,10,AgriTech,Kolkata,1878445,384734,No,Low,500000
2803,7,2,7,EdTech,Pune,1118348,290749,No,Low,500000
2804,11,10,10,CleanTech,Bangalore,199093,2398171,Yes,High,5000000
2805,15,2,5,EdTech,Mumbai,1773559,424015,No,Low,500000
2806,4,9,5,CleanTech,Kolkata,319443,1539371,Yes,High,5000000
2807,17,9,5,AgriTech,Bangalore,138552,1229747,Yes,High,5000000
2808,17,6,7,EdTech,Mumbai,979123,1866272,Yes,High,5000000
2809,5,7,5,FinTech,Mumbai,1953321,663445,No,Low,500000
2810,15,7,9,AgriTech,Bangalore,840413,1277751,Yes,High,5000000
2811,3,1,2,EdTech,Kolkata,250487,685429,Yes,High,5000000
2812,10,1,8,CleanTech,Hyderabad,246068,2273516,Yes,High,5000000
2813,6,9,1,EdTech,Mumbai,1796925,1936981,Yes,High,5000000
2814,14,14,2,EdTech,Pune,1857332,188901,No,Low,500000
2815,6,13,9,EdTech,Mumbai,301488,1259634,Yes,High,5000000
2816,11,12,9,EdTech,Hyderabad,1231083,714988,No,Low,500000
2817,17,13,6,CleanTech,Mumbai,1913394,2357988,Yes,High,5000000
2818,20,6,4,CleanTech,Kolkata,299788,648910,Yes,High,5000000
2819,6,9,10,CleanTech,Mumbai,1620954,398418,No,Low,500000
2820,8,0,2,FinTech,Kolkata,1844779,769177,No,Low,500000
2821,17,7,4,CleanTech,Chennai,478297,2330444,Yes,High,5000000
2822,14,7,6,AgriTech,Bangalore,1821682,1910985,Yes,High,5000000
2823,7,9,7,FinTech,Pune,155088,183828,Yes,High,5000000
2824,11,7,1,AI,Kolkata,1946755,1870267,No,Low,500000
2825,3,10,3,EdTech,Kolkata,1771715,1750423,No,Low,500000
2826,20,9,9,HealthTech,Delhi,1629007,81896,No,Low,500000
2827,7,7,1,EdTech,Bangalore,895552,249597,No,Low,500000
2828,7,11,9,AI,Hyderabad,658568,1797404,Yes,High,5000000
2829,7,1,8,AI,Bangalore,331192,639448,Yes,High,5000000
2830,7,13,2,AgriTech,Kolkata,1687937,777474,No,Low,500000
2831,5,7,5,E-Commerce,Chennai,584091,1375333,Yes,High,5000000
2832,4,4,10,HealthTech,Kolkata,1628940,1170482,No,Low,500000
2833,11,1,1,E-Commerce,Mumbai,1517381,1618297,Yes,High,5000000
2834,15,15,7,EdTech,Delhi,660123,2299922,Yes,High,5000000
2835,15,6,8,EdTech,Chennai,810197,2284499,Yes,High,5000000
2836,20,10,4,FinTech,Hyderabad,1894840,708025,No,Low,500000
2837,18,15,10,CleanTech,Bangalore,1556048,133725,No,Low,500000
2838,11,3,8,AI,Bangalore,714971,620174,No,Low,500000
2839,10,4,1,FinTech,Kolkata,1467853,272325,No,Low,500000
2840,9,8,6,HealthTech,Chennai,1946184,844377,No,Low,500000
2841,5,1,5,AgriTech,Mumbai,1307738,904831,No,Low,500000
2842,4,12,3,E-Commerce,Hyderabad,810660,1323070,Yes,High,5000000
2843,4,6,8,FinTech,Mumbai,680140,1716497,Yes,High,5000000
2844,2,15,2,AI,Delhi,203819,2069076,Yes,High,5000000
2845,14,1,4,E-Commerce,Delhi,1954145,1140931,No,Low,500000
2846,14,6,10,FinTech,Delhi,915319,1547676,Yes,High,5000000
2847,2,9,10,E-Commerce,Kolkata,1034602,324787,No,Low,500000
2848,11,12,2,HealthTech,Bangalore,1337080,1993593,Yes,High,5000000
2849,8,15,3,HealthTech,Kolkata,1393084,1039972,No,Low,500000
2850,15,6,5,AgriTech,Pune,407563,1369838,Yes,High,5000000
2851,9,12,1,CleanTech,Pune,1138416,951106,No,Low,500000
2852,10,3,10,HealthTech,Delhi,1872532,1348842,No,Low,500000
2853,3,0,5,E-Commerce,Kolkata,1989457,2090983,Yes,High,5000000
2854,8,0,7,AgriTech,Bangalore,80058,151977,Yes,High,5000000
2855,10,11,10,AgriTech,Mumbai,1177012,1843419,Yes,High,5000000
2856,15,2,1,FinTech,Chennai,181697,407790,Yes,High,5000000
2857,4,7,1,HealthTech,Delhi,1559409,56727,No,Low,500000
2858,12,2,5,HealthTech,Pune,611885,1995626,Yes,High,5000000
2859,10,10,9,AI,Bangalore,1820968,82962,No,Low,500000
2860,18,15,5,AI,Bangalore,705581,1924227,Yes,High,5000000
2861,11,6,7,EdTech,Mumbai,1077058,77124,No,Low,500000
2862,4,8,5,FinTech,Chennai,394841,882391,Yes,High,5000000
2863,14,0,3,CleanTech,Mumbai,1880000,117630,No,Low,500000
2864,11,7,9,CleanTech,Pune,356561,1916022,Yes,High,5000000
2865,3,0,10,EdTech,Bangalore,1618180,2449396,Yes,High,5000000
2866,2,10,6,E-Commerce,Pune,139617,2152526,Yes,High,5000000
2867,16,12,3,AgriTech,Delhi,626871,2137677,Yes,High,5000000
2868,14,8,8,AgriTech,Pune,1091695,307626,No,Low,500000
2869,16,13,3,EdTech,Pune,1760061,2261304,Yes,High,5000000
2870,13,10,5,HealthTech,Pune,1340672,389193,No,Low,500000
2871,3,1,8,AI,Pune,1619650,1618521,No,Low,500000
2872,15,7,3,AI,Chennai,836679,1904595,Yes,High,5000000
2873,11,5,2,E-Commerce,Mumbai,1822075,1139148,No,Low,500000
2874,4,4,4,CleanTech,Delhi,333211,943631,Yes,High,5000000
2875,14,1,6,FinTech,Bangalore,943001,405158,No,Low,500000
2876,5,14,8,AI,Pune,1307596,857948,No,Low,500000
2877,8,3,7,HealthTech,Pune,1922384,52203,No,Low,500000
2878,18,1,3,E-Commerce,Chennai,933634,2475209,Yes,High,5000000
2879,18,3,8,EdTech,Hyderabad,1910698,1490285,No,Low,500000
2880,5,3,7,EdTech,Pune,724068,936983,Yes,High,5000000
2881,10,8,6,AgriTech,Delhi,373535,1782794,Yes,High,5000000
2882,19,15,10,FinTech,Pune,1287392,370941,No,Low,500000
2883,20,15,4,HealthTech,Bangalore,615523,780433,Yes,High,5000000
2884,3,6,5,CleanTech,Bangalore,1984512,2160603,Yes,High,5000000
2885,15,12,7,EdTech,Pune,1467719,127330,No,Low,500000
2886,10,5,1,AI,Chennai,1965011,671870,No,Low,500000
2887,11,14,5,HealthTech,Hyderabad,522795,2055025,Yes,High,5000000
2888,18,15,9,AgriTech,Pune,414484,2304350,Yes,High,5000000
2889,20,3,3,HealthTech,Bangalore,760593,437700,No,Low,500000
2890,2,0,2,CleanTech,Kolkata,1102069,1250985,Yes,High,5000000
2891,9,7,5,AI,Hyderabad,133153,1558473,Yes,High,5000000
2892,8,3,10,CleanTech,Hyderabad,1389411,2367241,Yes,High,5000000
2893,14,1,9,AgriTech,Mumbai,1481473,1425146,No,Low,500000
2894,11,12,6,EdTech,Kolkata,1209816,405110,No,Low,500000
2895,2,12,9,AI,Bangalore,1370936,470262,No,Low,500000
2896,13,2,1,FinTech,Bangalore,98414,1158044,Yes,High,5000000
2897,9,11,4,E-Commerce,Mumbai,1953606,2191909,Yes,High,5000000
2898,8,4,3,E-Commerce,Bangalore,947477,1488675,Yes,High,5000000
2899,13,4,9,EdTech,Chennai,1380982,1886489,Yes,High,5000000
2900,19,11,4,FinTech,Kolkata,878185,517508,No,Low,500000
2901,16,5,6,HealthTech,Kolkata,1503478,2471494,Yes,High,5000000
2902,16,10,9,FinTech,Mumbai,128792,2162462,Yes,High,5000000
2903,6,9,8,E-Commerce,Chennai,140182,1139566,Yes,High,5000000
2904,2,15,4,EdTech,Bangalore,1589237,722835,No,Low,500000
2905,2,12,7,EdTech,Kolkata,1343177,1254914,No,Low,500000
2906,20,6,5,EdTech,Hyderabad,1914016,303342,No,Low,500000
2907,8,1,10,CleanTech,Chennai,688433,1270218,Yes,High,5000000
2908,20,0,9,AgriTech,Pune,1113658,1232487,Yes,High,5000000
2909,7,12,8,AgriTech,Mumbai,1979334,2294894,Yes,High,5000000
2910,7,13,10,EdTech,Bangalore,1667640,696630,No,Low,500000
2911,5,6,10,CleanTech,Mumbai,760398,1374677,Yes,High,5000000
2912,13,6,1,EdTech,Delhi,145420,1823653,Yes,High,5000000
2913,2,1,8,AI,Hyderabad,1128582,969524,No,Low,500000
2914,19,14,1,AI,Hyderabad,1902290,768207,No,Low,500000
2915,7,9,3,E-Commerce,Pune,716150,1018111,Yes,High,5000000
2916,4,11,8,EdTech,Pune,1827774,1000271,No,Low,500000
2917,9,5,10,HealthTech,Delhi,1642940,748988,No,Low,500000
2918,14,8,9,AI,Bangalore,1427798,1962982,Yes,High,5000000
2919,20,15,5,EdTech,Kolkata,1817634,732166,No,Low,500000
2920,16,4,6,EdTech,Kolkata,1442331,444074,No,Low,500000
2921,17,5,6,AgriTech,Chennai,1230096,495993,No,Low,500000
2922,13,13,10,AI,Hyderabad,1530459,1536928,Yes,High,5000000
2923,11,6,1,CleanTech,Pune,313470,1478229,Yes,High,5000000
2924,18,10,6,EdTech,Bangalore,1197367,995639,No,Low,500000
2925,9,14,8,CleanTech,Bangalore,393342,2498040,Yes,High,5000000
2926,9,6,9,AgriTech,Bangalore,1911547,2493457,Yes,High,5000000
2927,11,6,7,FinTech,Hyderabad,1533234,2424350,Yes,High,5000000
2928,6,6,5,HealthTech,Mumbai,800633,1256327,Yes,High,5000000
2929,14,7,5,HealthTech,Mumbai,1025639,1247421,Yes,High,5000000
2930,4,11,7,CleanTech,Pune,73671,654998,Yes,High,5000000
2931,20,15,3,EdTech,Pune,406630,1065523,Yes,High,5000000
2932,14,9,1,EdTech,Bangalore,1726231,911239,No,Low,500000
2933,7,0,4,CleanTech,Mumbai,490454,254462,No,Low,500000
2934,12,13,9,FinTech,Kolkata,590379,411037,No,Low,500000
2935,19,13,4,EdTech,Mumbai,317936,793605,Yes,High,5000000
2936,5,12,5,AI,Pune,923689,1597384,Yes,High,5000000
2937,6,2,1,E-Commerce,Hyderabad,454355,902589,Yes,High,5000000
2938,20,8,9,E-Commerce,Chennai,1480548,500728,No,Low,500000
2939,18,3,6,AI,Chennai,631078,816111,Yes,High,5000000
2940,3,7,2,HealthTech,Chennai,228227,900137,Yes,High,5000000
2941,19,4,1,EdTech,Pune,353171,899054,Yes,High,5000000
2942,16,0,6,E-Commerce,Bangalore,766331,525620,No,Low,500000
2943,8,8,1,HealthTech,Hyderabad,629789,25559,No,Low,500000
2944,16,1,2,FinTech,Pune,968362,2347654,Yes,High,5000000
2945,11,7,3,CleanTech,Kolkata,458454,677795,Yes,High,5000000
2946,2,4,3,FinTech,Mumbai,1100723,870235,No,Low,500000
2947,13,14,4,AgriTech,Bangalore,1072065,1680036,Yes,High,5000000
2948,8,11,10,EdTech,Pune,1787745,1352202,No,Low,500000
2949,20,15,2,FinTech,Kolkata,51390,1352300,Yes,High,5000000
2950,10,9,3,FinTech,Delhi,131679,1739691,Yes,High,5000000
2951,2,14,2,CleanTech,Bangalore,1520734,494346,No,Low,500000
2952,12,14,4,AI,Bangalore,962624,1324663,Yes,High,5000000
2953,4,6,1,AgriTech,Hyderabad,622412,857895,Yes,High,5000000
2954,5,0,8,AgriTech,Mumbai,1255779,1096237,No,Low,500000
2955,14,12,4,AI,Bangalore,934102,906842,No,Low,500000
2956,4,3,2,AI,Hyderabad,327300,1463269,Yes,High,5000000
2957,4,3,1,CleanTech,Hyderabad,166590,525706,Yes,High,5000000
2958,11,11,5,HealthTech,Pune,1739103,2290282,Yes,High,5000000
2959,12,1,9,CleanTech,Pune,214042,2197364,Yes,High,5000000
2960,3,6,1,E-Commerce,Mumbai,439217,1683261,Yes,High,5000000
2961,20,8,4,AgriTech,Chennai,738313,1230760,Yes,High,5000000
2962,20,3,10,AI,Hyderabad,70213,552885,Yes,High,5000000
2963,19,7,1,AgriTech,Delhi,686973,1306319,Yes,High,5000000
2964,11,5,2,EdTech,Bangalore,1123036,925702,No,Low,500000
2965,17,8,5,EdTech,Bangalore,866336,908153,Yes,High,5000000
2966,16,13,5,E-Commerce,Delhi,451179,258147,No,Low,500000
2967,14,5,8,E-Commerce,Bangalore,1802031,1126819,No,Low,500000
